start_time,end_time,survey_date,survey_time,consent,region,country,county,subcounty,ward,slum,cu,location_type,vendor_type,gender,grains,roots_tubers,grain_roots_tubers,dark_green_veg,other_veg,vit_a_rich_veg,vita_rich_fruits,other_vita_frt_veg,other_fruits,organ_meat,flesh_meat,fish,meat_poultry_fish,egg,legumes_pulses,nuts_seeds,dairy,oils_fats,snacks,beverages,spice_condiment,mixed_foods,grains_maize_green,grains_dry_maize,grains_maize_flour,grains_ugali,grains_rice,grains_wheat_flour,grains_chapati,grains_mandazi,grains_scones,grains_bread,grains_noodle,grains_millet,grains_millet_flour,grains_millet_porridge,grains_sorghum,grains_sorghum_flour,grains_spaghetti,grains_barley,grains_oats,other_grains,os_other_grains,grains_comment,vit_a_veg_pumpkin,vit_a_veg_carrot,vit_a_veg_squash,vit_a_veg_orange_fl_swt_potato,vit_a_veg_red_swt_pepper,vit_a_veg_butternut,other_vit_a_rich_veg,os_other_vit_a_rich_veg,vit_a_rich_veg_comment,roots_tubers_irish_potato,roots_tubers_swt_potato,roots_tubers_arrow_root,roots_tubers_cassava,roots_tubers_yam,roots_tubers_plantain,roots_tubers_chips,other_roots_tubers,os_other_roots_tubers,roots_tubers_comment,dgv_kale,dgv_spinach,dgv_amaranthus,dgv_nightshade,dgv_jute_mallow,dgv_cowpea_leaves,dgv_crotalaria,dgv_pumpkin_leaves,dgv_african_kales,dgv_african_spinach,dgv_atipa,dgv_cassava_leaves,dgv_lettuce,dgv_bean_leaves,dgv_swt_potato_leaves,dgv_nakati,dgv_bitter_leaf,dgv_arrowroot_leaves,dgv_spider_plant,dgv_stinging_nettles,dgv_broccoli,other_dgv,os_other_dgv,dgv_comment,otherveg_tomato,otherveg_onion,otherveg_eggplant,otherveg_capsicum,otherveg_cabbage,otherveg_beetroot,otherveg_okra,otherveg_celery,otherveg_cucumber,otherveg_mushroom,otherveg_zucchini,otherveg_cauliflower,otherveg_asparagus,otherveg_artichoke,otherveg_frenchbeans,otherveg_greenbeans,other_otherveg,os_other_otherveg,otherveg_comment,vita_rich_frts_mango,vita_rich_frts_cantaloupe,vita_rich_frts_apricot,vita_rich_frts_papaya,vita_rich_frts_peach,vita_rich_frts_treetomato,vita_rich_frts_passionfrt,other_vita_rich_frts,os_other_vita_rich_frts,vita_rich_frts_comment,otherfrt_avocado,otherfrt_ripebanana,otherfrt_guava,otherfrt_orange,otherfrt_watermelon,otherfrt_pineapple,otherfrt_plums,otherfrt_apple,otherfrt_wildberries,otherfrt_lemon,otherfrt_lime,otherfrt_tangerine,otherfrt_jackfruits,otherfrt_pear,otherfrt_kiwi,otherfrt_tamarind,otherfrt_loquat,otherfrt_javaplum,otherfrt_grapes,other_otherfrt,os_other_otherfrt,otherfrt_comment,organ_meats_liver,organ_meats_kidney,organ_meats_heart,organ_meats_intestine,organ_meats_gizzard,organ_meats_lung,organ_meats_blood,other_organ_meats,os_other_organ_meats,organ_meats_comment,flesh_meats_beef,flesh_meats_pork,flesh_meats_lamb,flesh_meats_goat,flesh_meats_rabbit,flesh_meats_chicken,flesh_meats_duck,flesh_meats_game,flesh_meats_insect,flesh_meats_turkey,flesh_meats_guineafowl,flesh_meats_quail,other_flesh_meats,os_other_flesh_meats,flesh_meats_comment,eggs_chicken,eggs_duck,eggs_guineahen,eggs_quail,other_eggs,eggs_comment,fish_tilapia,fish_nile_perch,fish_omena,fish_catfish,fish_squeaker,fish_lungfish,fish_mouthbrooder,fish_stonebasher,fish_riponfalls,fish_victorialabeo,fish_labyrinth,fish_sadlerrobber,fish_blacknile,fish_shellfish,fish_okoko,other_fish,os_other_fish,fish_comment,legumes_beans,legumes_peas,legumes_lentils,legumes_dolichos,legumes_soybean,legumes_pigeonpeas,legumes_mungbeans,legumes_chickpeas,legumes_cowpea,other_legumes,os_other_legumes,legumes_comment,nuts_seeds_groundnut,nuts_seeds_peanut,nuts_seeds_baobab,nuts_seeds_sunflower,nuts_seeds_pumpkin,nuts_seeds_coconut,nuts_seeds_almonds,nuts_seeds_cashew,nuts_seeds_sesame,nuts_seeds_macadamia,other_nuts_seeds,os_other_nuts_seeds,nuts_seeds_comments,dairy_milk,dairy_cheese,dairy_yoghurt,dairy_ghee,dairy_cream,dairy_fermmilk,other_dairy,os_other_dairy,dairy_comment,oils_fats_cookingoil,oils_fats_cookingfat,oils_fats_coconut,oils_fats_palm,oils_fats_lard,oils_fats_margarine,oils_fats_butter,other_oils_fats,os_other_oils_fats,oils_fats_comment,snacks_sugar,snacks_sugarcane,snacks_honey,snacks_cakes,snacks_chocolate,snacks_candy,snacks_cookies,snacks_jaggary,other_snacks,os_other_snacks,snacks_comment,beverage_soda_juice,beverage_energydrink,beverage_alcoholic,beverage_coffee,beverage_tea,condiments_coconutwater,condiments_soysauce,condiments_hotsauce,condiments_chilitomatosauce,condiments_salt,condiments_blackpepper,condiments_garlic,condiments_ginger,condiments_oregano,condiments_mint,condiments_parsley,condiments_vinegar,condiments_rosemary,condiments_thyme,condiments_cardamom,condiments_cinnamon,condiments_cumin,condiments_masala,condiments_coriander,condiments_paprika,other_bev_condiments,os_other_condiments,condiments_comment,mixedfood_githeri,mixedfood_mokimo,mixedfood_fruitsalad,mixedfood_vegetablesalad,mixedfood_frtjuice,mixedfood_samosa,other_mixedfood,os_other_mixedfood,mixedfood_comment,indepth_interview_participatn,photo_consent,image1_url,image2_url,image3_url,_latitude,_longitude,altitude,precision,vendor_fg_diversity,unhealthy_food_count,no_unique_oth_frts_color,no_unique_oth_veg_color,no_unique_vita_veg_frt_color,dark_green_color,green_other_color,purple_blue_color,red_color,white_brown_color,yellow_orange_color,overall_color,_id,uuid,submission_time,index
07:30.5,33:17.0,2/24/2022,12:26:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F8715cf4b-c01d-4408-a1e9-24f37fd6a097%2F1645694961035.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F8715cf4b-c01d-4408-a1e9-24f37fd6a097%2F1645694991290.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F8715cf4b-c01d-4408-a1e9-24f37fd6a097%2F1645695008879.jpg,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143470217,8715cf4b-c01d-4408-a1e9-24f37fd6a097,2/24/2022 15:06,718
33:26.4,38:51.5,2/24/2022,12:33:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Ambulant/street hawkers/mobile,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,Ice cream,N)A,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fdfaa308e-850e-4b02-b7f6-5c1aee2820aa%2F1645695475423.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fdfaa308e-850e-4b02-b7f6-5c1aee2820aa%2F1645695499967.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fdfaa308e-850e-4b02-b7f6-5c1aee2820aa%2F1645695507639.jpg,,,,,0,0,0,0,0,0,0,0,0,0,0,0,143470228,dfaa308e-850e-4b02-b7f6-5c1aee2820aa,2/24/2022 15:06,719
51:01.2,54:36.1,2/24/2022,12:51:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Ambulant/street hawkers/mobile,Female,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Little capital base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F9ea790ee-a6eb-405f-8f5e-1aa9be711842%2F1645696438619.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F9ea790ee-a6eb-405f-8f5e-1aa9be711842%2F1645696450058.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F9ea790ee-a6eb-405f-8f5e-1aa9be711842%2F1645696457958.jpg,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143470238,9ea790ee-a6eb-405f-8f5e-1aa9be711842,2/24/2022 15:06,720
01:10.6,11:37.2,2/24/2022,13:01:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Kiosk,Female,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,Fragile and breaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,,High prices,1,0,0,0,0,0,1,0,0,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Highly demanded,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F3ea26ac6-e4aa-4fff-966d-b8d9ee6f4d94%2F1645697433321.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F3ea26ac6-e4aa-4fff-966d-b8d9ee6f4d94%2F1645697465773.jpg,,,,,,3,4,0,0,0,0,0,0,0,0,0,0,143470254,3ea26ac6-e4aa-4fff-966d-b8d9ee6f4d94,2/24/2022 15:07,721
21:05.0,25:08.6,2/24/2022,13:21:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143470264,c24df7fb-12f9-4ac2-b346-66ff6e47c741,2/24/2022 15:07,722
15:58.6,20:25.9,2/24/2022,14:17:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,,,,,,,,2,0,0,1,0,1,1,0,0,0,0,2,143470270,b364f86e-27b7-430a-bfd8-6c36576be740,2/24/2022 15:07,723
21:22.7,07:20.6,2/24/2022,15:01:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Value added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F3a092711-7086-4af8-abbb-3a727401a297%2F1645704307667.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F3a092711-7086-4af8-abbb-3a727401a297%2F1645704337298.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F3a092711-7086-4af8-abbb-3a727401a297%2F1645704345551.jpg,,,,,3,0,0,1,0,1,0,0,0,0,0,1,143470282,3a092711-7086-4af8-abbb-3a727401a297,2/24/2022 15:07,724
07:26.8,13:23.4,2/24/2022,15:07:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,0,0,0,1,"Pineapple ,bananas and mangos",,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fcd24e781-524b-4c1a-b1b3-c36c7fb0b7b0%2F1645704777127.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fcd24e781-524b-4c1a-b1b3-c36c7fb0b7b0%2F1645704785667.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fcd24e781-524b-4c1a-b1b3-c36c7fb0b7b0%2F1645704791034.jpg,,,,,1,0,0,0,1,1,0,0,0,0,0,1,143470292,cd24e781-524b-4c1a-b1b3-c36c7fb0b7b0,2/24/2022 15:07,725
18:22.0,27:34.2,2/24/2022,15:18:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,Has a variety of fish species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fa7f2d4ef-b58b-4a0c-b5e6-6bae008ddeab%2F1645705553949.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fa7f2d4ef-b58b-4a0c-b5e6-6bae008ddeab%2F1645705580310.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fa7f2d4ef-b58b-4a0c-b5e6-6bae008ddeab%2F1645705589229.jpg,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143470305,a7f2d4ef-b58b-4a0c-b5e6-6bae008ddeab,2/24/2022 15:07,726
28:46.6,36:25.2,2/24/2022,15:28:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,Stocks different types of leafy vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fbd6391d5-60e8-41f9-9bb3-ffe7a83e7aee%2F1645706139370.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fbd6391d5-60e8-41f9-9bb3-ffe7a83e7aee%2F1645706145640.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fbd6391d5-60e8-41f9-9bb3-ffe7a83e7aee%2F1645706154109.jpg,,,,,1,0,0,0,0,1,0,0,0,0,0,1,143470323,bd6391d5-60e8-41f9-9bb3-ffe7a83e7aee,2/24/2022 15:07,727
39:50.9,23:50.3,2/24/2022,15:39:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,Well displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F16be145e-7788-4b18-ad87-a6e98017571f%2F1645708948599.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F16be145e-7788-4b18-ad87-a6e98017571f%2F1645708962383.jpg,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143470335,16be145e-7788-4b18-ad87-a6e98017571f,2/24/2022 15:07,728
26:25.9,31:40.6,2/24/2022,16:26:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,Sells anything so long as it is fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F14bd4a72-c4db-4ab7-bcfc-8429bc068afd%2F1645709422176.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F14bd4a72-c4db-4ab7-bcfc-8429bc068afd%2F1645709430230.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F14bd4a72-c4db-4ab7-bcfc-8429bc068afd%2F1645709468514.jpg,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143470346,14bd4a72-c4db-4ab7-bcfc-8429bc068afd,2/24/2022 15:07,729
44:07.5,47:21.9,2/24/2022,16:44:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,,"N,/A",1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Ff461dc13-ba94-418f-9d3a-7bdc6283a417%2F1645710416107.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Ff461dc13-ba94-418f-9d3a-7bdc6283a417%2F1645710422557.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Ff461dc13-ba94-418f-9d3a-7bdc6283a417%2F1645710428988.jpg,,,,,0,0,0,0,0,0,0,0,0,0,0,0,143470360,f461dc13-ba94-418f-9d3a-7bdc6283a417,2/24/2022 15:07,730
52:59.3,56:27.2,2/24/2022,16:53:00.000+03:00,1,East Africa,Kenya,Kisumu,Kisumu Central,Railways,Obunga,1,Peri-Urban,Stalls/Tabletop,Female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Well displayed and of different sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,1,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F439f8221-436e-4016-8d17-9838d2f25553%2F1645710936814.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F439f8221-436e-4016-8d17-9838d2f25553%2F1645710947403.jpg,https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F439f8221-436e-4016-8d17-9838d2f25553%2F1645710973962.jpg,,,,,1,0,0,0,0,0,0,0,0,0,0,0,143470371,439f8221-436e-4016-8d17-9838d2f25553,2/24/2022 15:07,731
